meta,sender,sender_type,sender_id,age,education,croatian-knowledge,occupation,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,response,response_action,stimulus,context,island_type,transfer_s,transfer_c,id,movement,opposition,category
,stimulus,canvas.Screen,2_8_1_0,,,,,,response,1305.6000000003842,135462.5,135466.6,135483.3,136788.90000000037,136789.40000000037,2025-02-01T12:31:37.761Z,136816.5,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,7,click @7,Što Danijela ne voli gledati?,Danijela ne voli gledati nogomet.,neg,,,19,ob,ob + ob,interrogative pronouns
,Timer frame,html.Frame,2_8_1,,,,,,,1306.1000000003842,135462.30000000075,135466.6,135483.3,136789.40000000037,136789.5,2025-02-01T12:31:37.761Z,136816.5,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Što Danijela ne voli gledati?,Danijela ne voli gledati nogomet.,neg,,,19,ob,ob + ob,interrogative pronouns
,inter-stimulus,canvas.Screen,2_8_2,,,,,,response,283.80000000074506,136789.59999999963,136800.032,136816.5,137100.30000000075,137100.90000000037,2025-02-01T12:31:38.072Z,137116.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Što Danijela ne voli gledati?,Danijela ne voli gledati nogomet.,neg,,,19,ob,ob + ob,interrogative pronouns
,Sequence,flow.Sequence,2_8,,,,,,completion,2683.6000000007334,134410.40000000037,134399.932,134416.7,137100.30000000075,137101,2025-02-01T12:31:38.072Z,137116.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Što Danijela ne voli gledati?,Danijela ne voli gledati nogomet.,neg,,,19,ob,ob + ob,interrogative pronouns
,context,canvas.Screen,2_9_0_0,,,,,,response,1957.9999999996217,137101.19999999925,137100,137116.6,139074.59999999963,139075.09999999963,2025-02-01T12:31:40.047Z,139083.2,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Što sam izčitao od te Necronomiconu?,Našao sam nekakav Necronomicon na tavanu.,nf,,,53,filler,filler,filler
,Timer frame,html.Frame,2_9_0,,,,,,,1958.5999999992491,137101,137100,137116.6,139075.19999999925,139075.19999999925,2025-02-01T12:31:40.047Z,139083.2,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Što sam izčitao od te Necronomiconu?,Našao sam nekakav Necronomicon na tavanu.,nf,,,53,filler,filler,filler
,stimulus,canvas.Screen,2_9_1_0,,,,,,response,2153.899999999616,139075.40000000037,139066.598,139083.2,141237.09999999963,141237.40000000037,2025-02-01T12:31:42.209Z,141249.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,1,click @1,Što sam izčitao od te Necronomiconu?,Našao sam nekakav Necronomicon na tavanu.,nf,,,53,filler,filler,filler
,Timer frame,html.Frame,2_9_1,,,,,,,2154.2999999999884,139075.30000000075,139066.598,139083.2,141237.5,141237.5,2025-02-01T12:31:42.209Z,141249.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Što sam izčitao od te Necronomiconu?,Našao sam nekakav Necronomicon na tavanu.,nf,,,53,filler,filler,filler
,inter-stimulus,canvas.Screen,2_9_2,,,,,,response,289.79999999998836,141237.59999999963,141233.1,141249.7,141539.5,141540.09999999963,2025-02-01T12:31:42.512Z,141549.8,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Što sam izčitao od te Necronomiconu?,Našao sam nekakav Necronomicon na tavanu.,nf,,,53,filler,filler,filler
,Sequence,flow.Sequence,2_9,,,,,,completion,4422.899999999994,137101,137100,137116.6,141539.5,141540.19999999925,2025-02-01T12:31:42.512Z,141549.8,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Što sam izčitao od te Necronomiconu?,Našao sam nekakav Necronomicon na tavanu.,nf,,,53,filler,filler,filler
,context,canvas.Screen,2_10_0_0,,,,,,response,1988.6000000003842,141540.30000000075,141533.166,141549.8,143538.40000000037,143538.90000000037,2025-02-01T12:31:44.510Z,143549.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Kakvog koga primijetila sam otkud se vraćajući na krovu čega?,Vraćajući se iz apoteke primijetila sam malog mačića na krovu auta.,nf,,,52,filler,filler,filler
,Timer frame,html.Frame,2_10_0,,,,,,,1989.1000000003842,141540.19999999925,141533.166,141549.8,143538.90000000037,143539,2025-02-01T12:31:44.510Z,143549.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Kakvog koga primijetila sam otkud se vraćajući na krovu čega?,Vraćajući se iz apoteke primijetila sam malog mačića na krovu auta.,nf,,,52,filler,filler,filler
,stimulus,canvas.Screen,2_10_1_0,,,,,,response,3595.399999999994,143539.09999999963,143533.264,143549.6,147145,147145.40000000037,2025-02-01T12:31:48.117Z,147166.3,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,3,click @3,Kakvog koga primijetila sam otkud se vraćajući na krovu čega?,Vraćajući se iz apoteke primijetila sam malog mačića na krovu auta.,nf,,,52,filler,filler,filler
,Timer frame,html.Frame,2_10_1,,,,,,,3595.9999999996217,143539,143533.264,143549.6,147145.59999999963,147145.59999999963,2025-02-01T12:31:48.117Z,147166.3,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Kakvog koga primijetila sam otkud se vraćajući na krovu čega?,Vraćajući se iz apoteke primijetila sam malog mačića na krovu auta.,nf,,,52,filler,filler,filler
,inter-stimulus,canvas.Screen,2_10_2,,,,,,response,275.60000000038417,147145.59999999963,147149.6,147166.3,147441.90000000037,147442.40000000037,2025-02-01T12:31:48.414Z,147449.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Kakvog koga primijetila sam otkud se vraćajući na krovu čega?,Vraćajući se iz apoteke primijetila sam malog mačića na krovu auta.,nf,,,52,filler,filler,filler
,Sequence,flow.Sequence,2_10,,,,,,completion,5892.100000000384,141540.19999999925,141533.166,141549.8,147441.90000000037,147442.40000000037,2025-02-01T12:31:48.414Z,147449.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Kakvog koga primijetila sam otkud se vraćajući na krovu čega?,Vraćajući se iz apoteke primijetila sam malog mačića na krovu auta.,nf,,,52,filler,filler,filler
,context,canvas.Screen,2_11_0_0,,,,,,response,1881.5999999992491,147442.69999999925,147432.9,147449.6,149331.19999999925,149331.80000000075,2025-02-01T12:31:50.303Z,149351.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,"Što, kurir je razjasnio, kada mora dostaviti?",Kurir je razjasnio kada mora dostaviti paket.,iq,,0,6,ob,ob + ad,interrogative pronouns
,Timer frame,html.Frame,2_11_0,,,,,,,1882.3000000003667,147442.5,147432.9,147449.6,149331.90000000037,149331.90000000037,2025-02-01T12:31:50.303Z,149351.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,"Što, kurir je razjasnio, kada mora dostaviti?",Kurir je razjasnio kada mora dostaviti paket.,iq,,0,6,ob,ob + ad,interrogative pronouns
,stimulus,canvas.Screen,2_11_1_0,,,,,,response,2138.599999999249,149332.09999999963,149316.3,149351.1,151489.69999999925,151490,2025-02-01T12:31:52.461Z,151516.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,2,click @2,"Što, kurir je razjasnio, kada mora dostaviti?",Kurir je razjasnio kada mora dostaviti paket.,iq,,0,6,ob,ob + ad,interrogative pronouns
,Timer frame,html.Frame,2_11_1,,,,,,,2138.9999999996217,149331.90000000037,149316.3,149351.1,151490.09999999963,151490.09999999963,2025-02-01T12:31:52.461Z,151516.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,"Što, kurir je razjasnio, kada mora dostaviti?",Kurir je razjasnio kada mora dostaviti paket.,iq,,0,6,ob,ob + ad,interrogative pronouns
,inter-stimulus,canvas.Screen,2_11_2,,,,,,response,233.49999999962165,151490.09999999963,151499.5,151516.1,151749.59999999963,151750.19999999925,2025-02-01T12:31:52.722Z,151766.2,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,"Što, kurir je razjasnio, kada mora dostaviti?",Kurir je razjasnio kada mora dostaviti paket.,iq,,0,6,ob,ob + ad,interrogative pronouns
,Sequence,flow.Sequence,2_11,,,,,,completion,4299.999999999622,147442.5,147432.9,147449.6,151749.59999999963,151750.30000000075,2025-02-01T12:31:52.722Z,151766.2,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,"Što, kurir je razjasnio, kada mora dostaviti?",Kurir je razjasnio kada mora dostaviti paket.,iq,,0,6,ob,ob + ad,interrogative pronouns
,context,canvas.Screen,2_12_0_0,,,,,,response,2792.6000000007334,151750.5,151749.498,151766.2,154558.80000000075,154559.19999999925,2025-02-01T12:31:55.531Z,154582.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,"Što, učitelj je pitao, kome treba ponovno objasniti?",Učitelj je pitao kome treba ponovno objasniti novo pravilo..,iq,0,36,5,ob_indir,ob_dir + ob_indir,interrogative pronouns
,Timer frame,html.Frame,2_12_0,,,,,,,2792.9999999992433,151750.30000000075,151749.498,151766.2,154559.19999999925,154559.19999999925,2025-02-01T12:31:55.531Z,154582.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,"Što, učitelj je pitao, kome treba ponovno objasniti?",Učitelj je pitao kome treba ponovno objasniti novo pravilo..,iq,0,36,5,ob_indir,ob_dir + ob_indir,interrogative pronouns
,stimulus,canvas.Screen,2_12_1_0,,,,,,response,3473.9999999992433,154559.40000000037,154566.13,154582.7,158056.69999999925,158057.19999999925,2025-02-01T12:31:59.029Z,158065.9,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,4,click @4,"Što, učitelj je pitao, kome treba ponovno objasniti?",Učitelj je pitao kome treba ponovno objasniti novo pravilo..,iq,0,36,5,ob_indir,ob_dir + ob_indir,interrogative pronouns
,Timer frame,html.Frame,2_12_1,,,,,,,3474.6000000007334,154559.19999999925,154566.13,154582.7,158057.30000000075,158057.30000000075,2025-02-01T12:31:59.029Z,158065.9,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,"Što, učitelj je pitao, kome treba ponovno objasniti?",Učitelj je pitao kome treba ponovno objasniti novo pravilo..,iq,0,36,5,ob_indir,ob_dir + ob_indir,interrogative pronouns
,inter-stimulus,canvas.Screen,2_12_2,,,,,,response,327.6999999996333,158057.30000000075,158049.43,158065.9,158393.59999999963,158394,2025-02-01T12:31:59.365Z,158416,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,"Što, učitelj je pitao, kome treba ponovno objasniti?",Učitelj je pitao kome treba ponovno objasniti novo pravilo..,iq,0,36,5,ob_indir,ob_dir + ob_indir,interrogative pronouns
,Sequence,flow.Sequence,2_12,,,,,,completion,6627.399999999616,151750.30000000075,151749.498,151766.2,158393.59999999963,158394.19999999925,2025-02-01T12:31:59.366Z,158416,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,"Što, učitelj je pitao, kome treba ponovno objasniti?",Učitelj je pitao kome treba ponovno objasniti novo pravilo..,iq,0,36,5,ob_indir,ob_dir + ob_indir,interrogative pronouns
,context,canvas.Screen,2_13_0_0,,,,,,response,1588.5,158394.40000000037,158399.4,158416,160004.5,160004.90000000037,2025-02-01T12:32:00.976Z,160032.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Koliko piva Ivan žali što je prolio?,Ivan žali što je prolio 3 litre piva.,fac,,,33,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Timer frame,html.Frame,2_13_0,,,,,,,1589,158394.19999999925,158399.4,158416,160005,160005,2025-02-01T12:32:00.976Z,160032.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Koliko piva Ivan žali što je prolio?,Ivan žali što je prolio 3 litre piva.,fac,,,33,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,stimulus,canvas.Screen,2_13_1_0,,,,,,response,3313.7000000007392,160005.19999999925,160015.998,160032.6,163346.30000000075,163346.80000000075,2025-02-01T12:32:04.318Z,163365.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,6,click @6,Koliko piva Ivan žali što je prolio?,Ivan žali što je prolio 3 litre piva.,fac,,,33,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Timer frame,html.Frame,2_13_1,,,,,,,3314.3000000003667,160005,160015.998,160032.6,163346.90000000037,163346.90000000037,2025-02-01T12:32:04.318Z,163365.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Koliko piva Ivan žali što je prolio?,Ivan žali što je prolio 3 litre piva.,fac,,,33,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,inter-stimulus,canvas.Screen,2_13_2,,,,,,response,236.89999999961583,163346.90000000037,163349.266,163365.7,163602.59999999963,163603,2025-02-01T12:32:04.574Z,163615.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Koliko piva Ivan žali što je prolio?,Ivan žali što je prolio 3 litre piva.,fac,,,33,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Sequence,flow.Sequence,2_13,,,,,,completion,5186.5999999996275,158394.19999999925,158399.4,158416,163602.59999999963,163603.09999999963,2025-02-01T12:32:04.574Z,163615.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Koliko piva Ivan žali što je prolio?,Ivan žali što je prolio 3 litre piva.,fac,,,33,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,context,canvas.Screen,2_14_0_0,,,,,,response,1412.1000000007334,163603.30000000075,163599.2,163615.7,165027.80000000075,165028.09999999963,2025-02-01T12:32:06.000Z,165049.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Tražim ove slušalice koje sam pitao Antona gdje je ostavio.,Pitao sam Antona gdje je ostavio moje slušalice.,iq,0,0,16,ob,ob + ad,relative pronouns
,Timer frame,html.Frame,2_14_0,,,,,,,1412.4999999992433,163603.09999999963,163599.2,163615.7,165028.19999999925,165028.30000000075,2025-02-01T12:32:06.000Z,165049.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Tražim ove slušalice koje sam pitao Antona gdje je ostavio.,Pitao sam Antona gdje je ostavio moje slušalice.,iq,0,0,16,ob,ob + ad,relative pronouns
,stimulus,canvas.Screen,2_14_1_0,,,,,,response,3241.2000000007392,165028.40000000037,165032.6,165049.1,168290.30000000075,168290.80000000075,2025-02-01T12:32:09.262Z,168299.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,4,click @4,Tražim ove slušalice koje sam pitao Antona gdje je ostavio.,Pitao sam Antona gdje je ostavio moje slušalice.,iq,0,0,16,ob,ob + ad,relative pronouns
,Timer frame,html.Frame,2_14_1,,,,,,,3241.8000000003667,165028.30000000075,165032.6,165049.1,168290.90000000037,168290.90000000037,2025-02-01T12:32:09.262Z,168299.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Tražim ove slušalice koje sam pitao Antona gdje je ostavio.,Pitao sam Antona gdje je ostavio moje slušalice.,iq,0,0,16,ob,ob + ad,relative pronouns
,inter-stimulus,canvas.Screen,2_14_2,,,,,,response,229.39999999999418,168290.90000000037,168283.398,168299.1,168528.5,168529,2025-02-01T12:32:09.500Z,168532.3,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Tražim ove slušalice koje sam pitao Antona gdje je ostavio.,Pitao sam Antona gdje je ostavio moje slušalice.,iq,0,0,16,ob,ob + ad,relative pronouns
,Sequence,flow.Sequence,2_14,,,,,,completion,4912.799999999988,163603.09999999963,163599.2,163615.7,168528.5,168529.09999999963,2025-02-01T12:32:09.500Z,168532.3,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Tražim ove slušalice koje sam pitao Antona gdje je ostavio.,Pitao sam Antona gdje je ostavio moje slušalice.,iq,0,0,16,ob,ob + ad,relative pronouns
,context,canvas.Screen,2_15_0_0,,,,,,response,1864.5000000007567,168529.30000000075,168515.766,168532.3,170396.80000000075,170397.30000000075,2025-02-01T12:32:11.369Z,170415.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Pronašao sam tu stvar koju znam da je Marina izgubila.,Znam da je Marina izgubila ključeve.,fac,0,,41,ob,ob + ob,non-interrogative component
,Timer frame,html.Frame,2_15_0,,,,,,,1865.2000000000116,168529.09999999963,168515.766,168532.3,170397.5,170397.5,2025-02-01T12:32:11.369Z,170415.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Pronašao sam tu stvar koju znam da je Marina izgubila.,Znam da je Marina izgubila ključeve.,fac,0,,41,ob,ob + ob,non-interrogative component
,stimulus,canvas.Screen,2_15_1_0,,,,,,response,2867.2000000007392,170397.59999999963,170399.1,170415.6,173282.80000000075,173283.30000000075,2025-02-01T12:32:14.255Z,173298.9,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,5,click @5,Pronašao sam tu stvar koju znam da je Marina izgubila.,Znam da je Marina izgubila ključeve.,fac,0,,41,ob,ob + ob,non-interrogative component
,Timer frame,html.Frame,2_15_1,,,,,,,2867.7000000007392,170397.5,170399.1,170415.6,173283.30000000075,173283.30000000075,2025-02-01T12:32:14.255Z,173298.9,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Pronašao sam tu stvar koju znam da je Marina izgubila.,Znam da je Marina izgubila ključeve.,fac,0,,41,ob,ob + ob,non-interrogative component
,inter-stimulus,canvas.Screen,2_15_2,,,,,,response,223.79999999926076,173283.40000000037,173282.33,173298.9,173522.69999999925,173523.30000000075,2025-02-01T12:32:14.495Z,173548.9,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Pronašao sam tu stvar koju znam da je Marina izgubila.,Znam da je Marina izgubila ključeve.,fac,0,,41,ob,ob + ob,non-interrogative component
,Sequence,flow.Sequence,2_15,,,,,,completion,4990.399999999267,168529.09999999963,168515.766,168532.3,173522.69999999925,173523.40000000037,2025-02-01T12:32:14.495Z,173548.9,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Pronašao sam tu stvar koju znam da je Marina izgubila.,Znam da je Marina izgubila ključeve.,fac,0,,41,ob,ob + ob,non-interrogative component
,context,canvas.Screen,2_16_0_0,,,,,,response,1549.0000000003783,173523.5,173532.2,173548.9,175097.90000000037,175098.40000000037,2025-02-01T12:32:16.070Z,175132.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Koliko slonova Ivo je rekao da je vidio na safariju?,Ivo je rekao da je vidio dva slona na safariju.,fac,,,36,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Timer frame,html.Frame,2_16_0,,,,,,,1549.5000000003783,173523.5,173532.2,173548.9,175098.40000000037,175098.5,2025-02-01T12:32:16.070Z,175132.1,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Koliko slonova Ivo je rekao da je vidio na safariju?,Ivo je rekao da je vidio dva slona na safariju.,fac,,,36,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,stimulus,canvas.Screen,2_16_1_0,,,,,,response,1803.7000000007392,175098.80000000075,175115.664,175132.1,176935.80000000075,176936.19999999925,2025-02-01T12:32:17.908Z,176948.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,7,click @7,Koliko slonova Ivo je rekao da je vidio na safariju?,Ivo je rekao da je vidio dva slona na safariju.,fac,,,36,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Timer frame,html.Frame,2_16_1,,,,,,,1804.2000000007392,175098.59999999963,175115.664,175132.1,176936.30000000075,176936.40000000037,2025-02-01T12:32:17.908Z,176948.7,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Koliko slonova Ivo je rekao da je vidio na safariju?,Ivo je rekao da je vidio dva slona na safariju.,fac,,,36,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,inter-stimulus,canvas.Screen,2_16_2,,,,,,response,308.29999999998836,176936.40000000037,176932.2,176948.7,177257,177257.59999999963,2025-02-01T12:32:18.229Z,177265.4,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Koliko slonova Ivo je rekao da je vidio na safariju?,Ivo je rekao da je vidio dva slona na safariju.,fac,,,36,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Sequence,flow.Sequence,2_16,,,,,,completion,3708.100000000006,173523.40000000037,173532.2,173548.9,177257,177257.69999999925,2025-02-01T12:32:18.229Z,177265.4,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Koliko slonova Ivo je rekao da je vidio na safariju?,Ivo je rekao da je vidio dva slona na safariju.,fac,,,36,ad_measure,ob_dir + ad_mode + ad_measure,interrogative pronouns
,context,canvas.Screen,2_17_0_0,,,,,,response,2239.7999999992608,177258,177248.866,177265.4,179505.19999999925,179505.59999999963,2025-02-01T12:32:20.477Z,179532,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Gdje moj bogati ujak drži svoj novac?,Moj bogati ujak drži svoj novac u švicarskoj banci.,gf,,,47,filler,filler,filler
,Timer frame,html.Frame,2_17_0,,,,,,,2240.2999999992608,177257.69999999925,177248.866,177265.4,179505.69999999925,179505.69999999925,2025-02-01T12:32:20.477Z,179532,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Gdje moj bogati ujak drži svoj novac?,Moj bogati ujak drži svoj novac u švicarskoj banci.,gf,,,47,filler,filler,filler
,stimulus,canvas.Screen,2_17_1_0,,,,,,response,1564.699999999255,179505.80000000075,179515.498,179532,181096.69999999925,181097.09999999963,2025-02-01T12:32:22.069Z,181098.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,7,click @7,Gdje moj bogati ujak drži svoj novac?,Moj bogati ujak drži svoj novac u švicarskoj banci.,gf,,,47,filler,filler,filler
,Timer frame,html.Frame,2_17_1,,,,,,,1565.300000000745,179505.69999999925,179515.498,179532,181097.30000000075,181097.30000000075,2025-02-01T12:32:22.069Z,181098.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Gdje moj bogati ujak drži svoj novac?,Moj bogati ujak drži svoj novac u švicarskoj banci.,gf,,,47,filler,filler,filler
,inter-stimulus,canvas.Screen,2_17_2,,,,,,response,240.89999999999418,181097.40000000037,181082.064,181098.6,181339.5,181339.90000000037,2025-02-01T12:32:22.311Z,181348.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,mousedown,Gdje moj bogati ujak drži svoj novac?,Moj bogati ujak drži svoj novac u švicarskoj banci.,gf,,,47,filler,filler,filler
,Sequence,flow.Sequence,2_17,,,,,,completion,4074.100000000006,177257.69999999925,177248.866,177265.4,181339.5,181340,2025-02-01T12:32:22.311Z,181348.6,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Gdje moj bogati ujak drži svoj novac?,Moj bogati ujak drži svoj novac u švicarskoj banci.,gf,,,47,filler,filler,filler
,context,canvas.Screen,2_18_0_0,,,,,,response,1667.8999999999942,181340.19999999925,181332.1,181348.6,183016.5,183017,2025-02-01T12:32:23.988Z,183032,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,click,Kogo je Ivan požalio što je pozvao na zabavu?,Ivan je požalio što je šefa pozvao na zabavu.,fac,,,31,ob_dir,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Timer frame,html.Frame,2_18_0,,,,,,,1668.4999999996217,181340.09999999963,181332.1,181348.6,183017.09999999963,183017.09999999963,2025-02-01T12:32:23.989Z,183032,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Kogo je Ivan požalio što je pozvao na zabavu?,Ivan je požalio što je šefa pozvao na zabavu.,fac,,,31,ob_dir,ob_dir + ad_mode + ad_measure,interrogative pronouns
,stimulus,canvas.Screen,2_18_1_0,,,,,,response,2535.9000000003725,183017.40000000037,183015.3,183032,185567.90000000037,185568.40000000037,2025-02-01T12:32:26.540Z,185598.5,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,4,click @4,Kogo je Ivan požalio što je pozvao na zabavu?,Ivan je požalio što je šefa pozvao na zabavu.,fac,,,31,ob_dir,ob_dir + ad_mode + ad_measure,interrogative pronouns
,Timer frame,html.Frame,2_18_1,,,,,,,2536.4000000003725,183017.19999999925,183015.3,183032,185568.40000000037,185568.5,2025-02-01T12:32:26.540Z,185598.5,iPKLhLSMmI,incremental,jednostavno-test,679df971131ae225e46b4282,participant,hcpib7hgm6m66k0j,,,,Kogo je Ivan požalio što je pozvao na zabavu?,Ivan je požalio što je šefa pozvao na zabavu.,fac,,,31,ob_dir,ob_dir + ad_mode + ad_measure,interrogative pronouns
